id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
Next_3147,facebook,3,59.990002,4,12,1
Next_3148,referral,1,182.97,0,16,0
Next_3149,google,0,0,6,6,1
Next_3150,instagram,0,0,0,23,0
Next_3151,google,3,50.990002,1,14,0
Next_3152,instagram,3,63.490002,6,18,0
Next_3153,other,0,0,4,15,0
Next_3154,facebook,4,63.990002,1,15,1
Next_3155,google,1,67.489998,0,20,0
Next_3156,instagram,15,62.490002,1,11,0
Next_3157,instagram,0,0,1,13,0
Next_3158,google,0,0,6,12,0
Next_3159,instagram,4,65.489998,7,12,1
Next_3160,instagram,0,0,2,23,0
Next_3161,google,0,0,4,15,0
Next_3162,other,3,45.990002,1,13,0
Next_3163,facebook,2,141.98,6,18,0
Next_3164,facebook,2,60.990002,5,10,1
Next_3165,facebook,3,109.98,3,2,0
Next_3166,google,1,42.490002,5,20,0
Next_3167,instagram,1,67.489998,5,23,0
Next_3168,facebook,1,214.47,4,2,0
Next_3169,instagram,1,62.490002,1,1,1
Next_3170,facebook,1,66.989998,2,28,0
Next_3171,facebook,0,0,0,22,0
Next_3172,instagram,5,58.990002,5,18,0
Next_3173,instagram,2,218.97,0,17,0
Next_3174,instagram,0,0,6,26,0
Next_3175,instagram,2,219.96001,1,15,0
Next_3176,facebook,1,55.490002,0,7,0
Next_3177,google,5,115.98,0,5,0
Next_3178,instagram,1,118.98,2,12,0
Next_3179,facebook,1,54.990002,1,18,1
Next_3180,other,3,82.989998,6,22,0
Next_3181,instagram,0,0,4,20,1
Next_3182,instagram,2,55.490002,1,17,1
Next_3183,facebook,1,73.989998,7,18,0
Next_3184,google,0,0,4,20,0
Next_3185,google,1,75.489998,0,9,0
Next_3186,google,4,58.990002,2,17,0
Next_3187,facebook,0,0,0,7,0
Next_3188,google,1,54.990002,5,1,1
Next_3189,facebook,3,166.98,4,16,0
Next_3190,instagram,1,71.989998,0,11,1
Next_3191,google,10,57.490002,0,17,0
Next_3192,google,1,107.98,3,16,1
Next_3193,facebook,0,0,1,22,0
Next_3194,instagram,6,69.489998,5,1,0
Next_3195,instagram,3,45.490002,1,18,0
Next_3196,instagram,1,63.990002,6,15,1
Next_3197,google,4,70.489998,1,22,0
Next_3198,facebook,1,62.490002,4,32,0
Next_3199,google,1,57.990002,1,24,0
Next_3200,instagram,3,73.489998,7,22,0
Next_3201,instagram,0,0,7,20,0
Next_3202,facebook,0,0,1,14,0
Next_3203,instagram,3,63.490002,5,17,1
Next_3204,instagram,3,63.990002,7,16,1
Next_3205,google,1,121.98,5,11,0
Next_3206,referral,4,69.489998,3,13,0
Next_3207,facebook,8,65.989998,5,21,0
Next_3208,facebook,2,59.990002,4,20,0
Next_3209,google,0,0,2,9,0
Next_3210,facebook,3,97.980003,5,19,0
Next_3211,instagram,1,140.98,4,16,1
Next_3212,google,0,0,6,16,1
Next_3213,instagram,2,200.97,1,15,0
Next_3214,referral,2,166.47,1,24,0
Next_3215,google,1,63.990002,0,4,1
Next_3216,referral,0,0,3,3,1
Next_3217,other,1,134.98,1,5,1
Next_3218,facebook,1,70.489998,2,3,0
Next_3219,google,1,202.47,7,15,0
Next_3220,google,6,52.990002,0,22,0
Next_3221,facebook,2,52.490002,4,8,1
Next_3222,instagram,1,69.489998,7,1,0
Next_3223,google,4,143.98,2,21,1
Next_3224,google,1,71.489998,0,19,1
Next_3225,instagram,1,61.990002,2,23,0
Next_3226,instagram,2,69.989998,4,14,1
Next_3227,instagram,5,72.489998,5,12,0
Next_3228,google,0,0,0,6,0
Next_3229,instagram,0,0,1,5,0
Next_3230,instagram,5,65.489998,1,20,0
Next_3231,instagram,0,0,2,2,1
Next_3232,instagram,0,0,6,17,0
Next_3233,google,6,131.98,2,24,0
Next_3234,google,0,0,2,10,1
Next_3235,instagram,2,69.989998,5,31,0
Next_3236,facebook,3,163.98,0,29,0
Next_3237,instagram,2,73.989998,2,4,0
Next_3238,google,3,47.490002,3,5,0
Next_3239,instagram,0,0,4,16,1
Next_3240,instagram,2,199.47,3,13,0
Next_3241,google,6,261.95999,3,23,0
Next_3242,facebook,0,0,6,24,0
Next_3243,google,5,64.989998,2,25,0
Next_3244,instagram,0,0,3,21,0
Next_3245,instagram,2,63.490002,0,1,1
Next_3246,instagram,2,65.989998,7,22,0
Next_3247,google,0,0,3,4,1
Next_3248,instagram,3,62.990002,4,15,0
Next_3249,google,5,137.98,4,22,1
Next_3250,other,1,67.489998,3,21,1
Next_3251,google,0,0,7,18,0
Next_3252,instagram,3,59.990002,5,13,1
Next_3253,instagram,2,45.490002,4,14,0
Next_3254,instagram,0,0,2,14,0
Next_3255,google,0,0,3,9,0
Next_3256,instagram,4,119.98,5,27,1
Next_3257,google,1,121.98,2,3,0
Next_3258,google,2,73.989998,0,6,0
Next_3259,google,3,52.990002,5,3,0
Next_3260,facebook,1,43.990002,4,16,0
Next_3261,google,0,0,3,23,1
Next_3262,google,2,68.489998,5,18,0
Next_3263,google,0,0,2,13,1
Next_3264,instagram,1,77.489998,0,22,0
Next_3265,facebook,2,61.490002,6,17,0
Next_3266,google,3,73.989998,3,13,1
Next_3267,facebook,2,63.490002,1,18,0
Next_3268,instagram,0,0,0,13,0
Next_3269,instagram,2,146.97,4,12,1
Next_3270,facebook,2,77.989998,4,25,0
Next_3271,facebook,0,0,6,27,0
Next_3272,instagram,6,54.490002,2,16,0
Next_3273,google,2,68.989998,4,5,0
Next_3274,facebook,1,115.98,4,5,0
Next_3275,google,3,52.990002,4,26,0
Next_3276,google,4,91.980003,0,17,1
Next_3277,instagram,3,54.990002,5,23,1
Next_3278,google,1,151.98,4,12,1
Next_3279,instagram,3,63.490002,5,14,0
Next_3280,google,3,48.490002,2,26,0
Next_3281,google,1,52.490002,4,14,1
Next_3282,google,0,0,1,10,1
Next_3283,facebook,0,0,6,3,0
Next_3284,facebook,3,65.989998,5,17,0
Next_3285,instagram,4,45.990002,2,23,1
Next_3286,facebook,2,130.98,0,20,0
Next_3287,instagram,3,55.990002,4,16,1
Next_3288,instagram,6,67.489998,0,19,1
Next_3289,google,0,0,1,12,0
Next_3290,instagram,2,127.98,4,16,1
Next_3291,google,0,0,6,3,1
Next_3292,facebook,0,0,5,4,0
Next_3293,google,1,42.990002,0,4,0
Next_3294,referral,3,60.990002,7,13,1
Next_3295,instagram,1,60.990002,1,13,0
Next_3296,facebook,3,194.97,1,7,0
Next_3297,google,0,0,1,22,0
Next_3298,instagram,14,111.98,1,9,1
Next_3299,instagram,0,0,5,15,0
Next_3300,facebook,2,124.98,1,15,0
Next_3301,google,0,0,5,11,0
Next_3302,facebook,1,199.47,6,13,0
Next_3303,google,1,58.990002,3,6,0
Next_3304,instagram,5,60.990002,3,15,0
Next_3305,facebook,3,65.989998,0,13,0
Next_3306,other,6,119.98,1,11,0
Next_3307,google,2,67.489998,2,20,0
Next_3308,facebook,1,72.989998,0,17,1
Next_3309,facebook,0,0,1,16,0
Next_3310,instagram,0,0,3,19,1
Next_3311,google,11,98.980003,0,26,0
Next_3312,facebook,2,66.489998,2,9,0
Next_3313,instagram,5,75.989998,2,17,0
Next_3314,facebook,2,59.490002,1,6,0
Next_3315,google,1,214.47,3,4,0
Next_3316,google,0,0,6,24,0
Next_3317,google,0,0,1,1,0
Next_3318,facebook,5,67.989998,1,1,0
Next_3319,facebook,4,215.97,1,19,0
Next_3320,google,11,125.97,1,10,0
Next_3321,google,0,0,2,6,0
Next_3322,instagram,1,57.990002,0,11,1
Next_3323,google,3,67.989998,4,13,0
Next_3324,facebook,1,121.98,3,4,0
Next_3325,instagram,5,53.490002,7,16,0
Next_3326,instagram,3,236.97,5,23,0
Next_3327,google,1,56.990002,7,17,0
Next_3328,google,1,66.989998,7,5,0
Next_3329,instagram,7,99.980003,3,18,1
Next_3330,google,2,52.490002,7,21,0
Next_3331,google,1,54.990002,4,7,0
Next_3332,google,1,68.489998,4,2,1
Next_3333,google,2,114.98,7,14,0
Next_3334,instagram,0,0,1,18,0
Next_3335,google,1,199.47,3,17,0
Next_3336,other,0,0,5,2,0
Next_3337,google,2,60.990002,1,13,1
Next_3338,google,5,65.989998,5,25,0
Next_3339,instagram,6,130.98,3,9,0
Next_3340,facebook,3,142.98,0,16,1
Next_3341,google,5,47.990002,1,20,0
Next_3342,instagram,1,62.490002,4,18,0
Next_3343,instagram,0,0,7,14,0
Next_3344,facebook,0,0,5,20,0
Next_3345,facebook,0,0,5,31,0
Next_3346,google,9,72.989998,1,16,0
Next_3347,google,4,54.490002,2,27,0
Next_3348,facebook,0,0,0,18,0
Next_3349,google,0,0,6,16,0
Next_3350,google,0,0,1,2,1
Next_3351,instagram,0,0,4,17,0
Next_3352,instagram,2,51.490002,4,10,0
Next_3353,instagram,7,121.98,6,16,1
Next_3354,instagram,0,0,2,15,0
Next_3355,instagram,1,74.989998,3,11,0
Next_3356,google,0,0,1,13,0
Next_3357,google,1,62.990002,3,5,1
Next_3358,instagram,0,0,0,23,0
Next_3359,google,2,56.990002,0,25,0
Next_3360,google,4,67.989998,1,27,0
Next_3361,facebook,0,0,5,14,0
Next_3362,google,4,40.990002,3,12,0
Next_3363,instagram,2,51.490002,5,24,0
Next_3364,referral,0,0,1,15,0
Next_3365,facebook,0,0,5,14,0
Next_3366,google,0,0,4,24,0
Next_3367,instagram,1,71.489998,1,16,0
Next_3368,other,3,48.990002,0,6,1
Next_3369,instagram,0,0,2,16,0
Next_3370,google,2,60.990002,1,17,1
Next_3371,facebook,0,0,3,25,1
Next_3372,facebook,1,68.489998,5,20,1
Next_3373,instagram,1,104.98,4,20,0
Next_3374,facebook,0,0,3,24,0
Next_3375,referral,14,67.989998,7,12,1
Next_3376,google,0,0,2,5,1
Next_3377,instagram,0,0,1,15,1
Next_3378,instagram,8,66.989998,7,15,1
Next_3379,facebook,0,0,5,18,0
Next_3380,google,1,64.989998,1,15,0
Next_3381,google,1,73.989998,4,3,0
Next_3382,google,0,0,1,12,1
Next_3383,instagram,0,0,5,3,1
Next_3384,google,11,67.489998,4,8,1
Next_3385,other,2,38.990002,6,4,1
Next_3386,google,1,52.990002,3,18,0
Next_3387,google,0,0,1,20,0
Next_3388,google,0,0,5,21,0
Next_3389,facebook,1,285.95999,4,9,1
Next_3390,facebook,1,57.990002,2,11,0
Next_3391,google,2,52.990002,5,19,0
Next_3392,facebook,1,152.98,2,17,0
Next_3393,instagram,7,236.97,0,17,1
Next_3394,facebook,2,76.989998,4,22,0
Next_3395,google,3,68.989998,4,9,0
Next_3396,google,1,55.990002,7,8,1
Next_3397,instagram,0,0,4,13,0
Next_3398,google,1,108.98,4,15,0
Next_3399,facebook,4,267.95999,5,8,0
Next_3400,facebook,2,62.990002,5,2,1
Next_3401,instagram,1,52.990002,5,25,0
Next_3402,google,0,0,6,24,0
Next_3403,google,3,61.990002,2,10,1
Next_3404,google,17,165.98,4,17,0
Next_3405,instagram,3,65.489998,0,26,0
Next_3406,google,0,0,4,9,1
Next_3407,google,1,56.990002,1,22,0
Next_3408,instagram,1,188.97,0,16,1
Next_3409,google,5,67.489998,0,9,0
Next_3410,facebook,7,109.98,6,9,0
Next_3411,google,2,56.490002,5,18,1
Next_3412,google,4,111.98,2,24,1
Next_3413,google,0,0,0,1,0
Next_3414,google,1,182.97,5,13,0
Next_3415,instagram,0,0,1,13,0
Next_3416,google,5,58.490002,7,10,0
Next_3417,google,2,69.989998,5,10,0
Next_3418,instagram,1,78.989998,0,1,0
Next_3419,google,0,0,7,9,1
Next_3420,facebook,0,0,7,16,0
Next_3421,facebook,3,93.980003,7,5,0
Next_3422,instagram,5,80.489998,0,19,1
Next_3423,instagram,0,0,6,15,0
Next_3424,instagram,7,66.989998,1,12,1
Next_3425,facebook,3,155.98,1,1,0
Next_3426,google,1,49.490002,0,13,0
Next_3427,instagram,2,126.98,2,13,1
Next_3428,instagram,0,0,5,18,0
Next_3429,other,6,63.490002,2,7,1
Next_3430,instagram,3,45.990002,7,20,0
Next_3431,referral,1,62.490002,5,27,0
Next_3432,instagram,2,60.990002,3,12,0
Next_3433,google,0,0,1,1,0
Next_3434,instagram,1,67.989998,5,26,1
Next_3435,google,2,61.990002,1,14,1
Next_3436,instagram,2,73.489998,7,25,0
Next_3437,instagram,0,0,1,10,0
Next_3438,other,9,124.98,6,21,0
Next_3439,google,2,53.990002,5,15,0
Next_3440,google,1,58.490002,5,15,0
Next_3441,instagram,0,0,0,23,0
Next_3442,google,3,59.990002,2,6,1
Next_3443,google,6,82.989998,5,8,0
Next_3444,google,0,0,6,11,1
Next_3445,instagram,0,0,2,28,0
Next_3446,google,0,0,2,16,0
Next_3447,google,0,0,5,13,1
Next_3448,google,0,0,1,29,0
Next_3449,instagram,0,0,3,12,0
Next_3450,instagram,0,0,2,12,0
Next_3451,facebook,3,55.990002,5,3,0
Next_3452,instagram,0,0,1,21,0
Next_3453,instagram,10,61.990002,5,23,0
Next_3454,facebook,0,0,5,9,0
Next_3455,facebook,2,123.98,5,4,0
Next_3456,instagram,0,0,4,15,0
Next_3457,google,2,52.990002,1,18,0
Next_3458,referral,0,0,6,5,0
Next_3459,google,1,69.989998,0,23,0
Next_3460,google,0,0,0,21,1
Next_3461,facebook,6,253.96001,6,2,1
Next_3462,google,1,59.990002,5,19,1
Next_3463,facebook,2,64.489998,1,15,0
Next_3464,instagram,0,0,2,8,1
Next_3465,google,1,128.98,6,11,0
Next_3466,instagram,0,0,5,17,0
Next_3467,facebook,1,93.980003,3,16,0
Next_3468,google,0,0,5,21,0
Next_3469,google,1,101.98,3,19,0
Next_3470,facebook,0,0,2,15,0
Next_3471,google,0,0,6,3,0
Next_3472,facebook,6,60.990002,1,11,0
Next_3473,instagram,2,125.98,5,13,0
Next_3474,instagram,2,55.990002,7,17,0
Next_3475,instagram,0,0,3,15,1
Next_3476,instagram,9,152.97,1,15,0
Next_3477,facebook,1,57.490002,2,3,0
Next_3478,facebook,4,65.489998,2,15,0
Next_3479,google,1,69.489998,1,15,0
Next_3480,google,1,70.989998,5,18,0
Next_3481,facebook,3,119.98,4,24,0
Next_3482,other,11,66.989998,5,20,0
Next_3483,facebook,2,185.97,2,10,0
Next_3484,facebook,1,95.980003,6,3,1
Next_3485,google,0,0,5,13,1
Next_3486,google,2,45.490002,6,6,0
Next_3487,instagram,1,127.98,4,18,0
Next_3488,google,0,0,2,15,0
Next_3489,google,0,0,4,6,0
Next_3490,instagram,1,63.990002,5,5,0
Next_3491,referral,1,70.489998,1,1,0
Next_3492,google,0,0,1,19,0
Next_3493,google,0,0,6,3,0
Next_3494,instagram,0,0,6,8,0
Next_3495,facebook,0,0,0,21,0
Next_3496,instagram,1,70.989998,5,13,0
Next_3497,other,0,0,3,4,0
Next_3498,google,0,0,3,14,0
Next_3499,google,3,56.990002,1,20,0
Next_3500,referral,0,0,1,1,1
Next_3501,instagram,4,124.47,5,5,0
Next_3502,google,0,0,5,12,1
Next_3503,instagram,0,0,5,19,0
Next_3504,instagram,0,0,0,13,0
Next_3505,google,1,51.490002,3,14,0
Next_3506,instagram,9,73.989998,4,8,1
Next_3507,google,0,0,2,22,0
Next_3508,instagram,1,95.980003,7,11,0
Next_3509,instagram,1,71.989998,2,10,0
Next_3510,instagram,0,0,4,23,0
Next_3511,google,2,167.97,2,3,1
Next_3512,facebook,3,295.95999,0,22,0
Next_3513,instagram,1,51.990002,2,14,0
Next_3514,google,3,75.989998,1,14,0
Next_3515,google,3,43.990002,1,20,1
Next_3516,facebook,3,153.98,1,1,0
Next_3517,instagram,4,69.989998,5,12,0
Next_3518,facebook,2,203.97,4,18,0
Next_3519,instagram,6,59.490002,2,17,1
Next_3520,google,0,0,4,19,0
Next_3521,facebook,3,61.990002,1,4,1
Next_3522,facebook,0,0,4,3,1
Next_3523,facebook,0,0,4,4,1
Next_3524,instagram,2,60.990002,4,12,0
Next_3525,google,3,72.489998,4,15,1
Next_3526,facebook,3,57.990002,4,3,0
Next_3527,instagram,0,0,0,28,0
Next_3528,google,4,230.97,0,14,0
Next_3529,facebook,0,0,6,7,1
Next_3530,google,0,0,0,17,0
Next_3531,google,3,105.98,4,7,0
Next_3532,instagram,0,0,4,2,0
Next_3533,google,0,0,6,17,0
Next_3534,other,0,0,6,22,0
Next_3535,facebook,9,59.990002,4,16,1
Next_3536,google,8,173.97,6,8,1
Next_3537,google,3,137.97,1,21,0
Next_3538,instagram,3,153.98,6,9,0
Next_3539,other,9,165.98,4,13,0
Next_3540,referral,0,0,4,19,0
Next_3541,google,2,219.96001,2,8,1
Next_3542,instagram,2,57.990002,5,18,0
Next_3543,instagram,1,68.989998,0,16,0
Next_3544,google,2,135.98,1,15,0
Next_3545,instagram,2,66.489998,1,22,0
Next_3546,facebook,1,193.47,0,20,0
Next_3547,google,4,48.490002,4,13,0
Next_3548,google,0,0,0,6,0
Next_3549,instagram,1,66.989998,4,13,0
Next_3550,google,0,0,1,7,0
Next_3551,other,12,46.990002,3,14,1
Next_3552,instagram,2,50.990002,6,22,0
Next_3553,instagram,0,0,5,19,0
Next_3554,google,1,70.989998,5,20,0
Next_3555,instagram,1,59.490002,5,22,0
Next_3556,google,0,0,0,7,0
Next_3557,other,6,64.489998,2,12,1
Next_3558,google,2,117.98,0,15,0
Next_3559,google,2,73.989998,1,18,0
Next_3560,google,1,62.990002,0,9,1
Next_3561,google,4,59.990002,4,8,0
Next_3562,google,1,63.990002,7,17,0
Next_3563,google,1,59.490002,5,1,0
Next_3564,instagram,2,62.490002,2,4,0
Next_3565,instagram,2,130.98,2,23,1
Next_3566,referral,4,55.990002,6,27,0
Next_3567,instagram,0,0,6,22,1
Next_3568,instagram,0,0,4,13,0
Next_3569,instagram,2,71.989998,0,16,0
Next_3570,google,8,67.989998,0,12,1
Next_3571,referral,1,70.989998,2,27,0
Next_3572,google,0,0,4,22,0
Next_3573,google,1,41.490002,7,19,0
Next_3574,google,0,0,4,19,0
Next_3575,facebook,2,74.989998,1,5,1
Next_3576,google,3,299.95999,2,11,0
Next_3577,instagram,0,0,4,18,0
Next_3578,referral,1,70.989998,5,1,1
Next_3579,other,1,142.98,4,10,0
Next_3580,google,3,54.990002,7,4,0
Next_3581,instagram,0,0,2,22,0
Next_3582,facebook,1,49.990002,6,2,1
Next_3583,google,1,103.98,6,10,0
Next_3584,referral,0,0,7,22,0
Next_3585,google,0,0,2,14,0
Next_3586,facebook,3,73.489998,5,18,0
Next_3587,google,0,0,0,20,0
Next_3588,facebook,3,104.98,2,4,0
Next_3589,google,3,150.98,2,5,1
Next_3590,facebook,1,73.489998,0,21,0
Next_3591,google,1,51.990002,2,6,1
Next_3592,google,0,0,0,4,1
Next_3593,google,4,133.98,4,11,0
Next_3594,google,2,72.989998,4,10,0
Next_3595,instagram,5,53.990002,2,14,0
Next_3596,google,5,83.989998,1,17,1
Next_3597,facebook,1,137.98,4,28,0
Next_3598,facebook,1,58.990002,2,16,0
Next_3599,instagram,0,0,7,5,1
Next_3600,facebook,3,176.97,6,15,1
Next_3601,google,2,125.96,2,17,0
Next_3602,google,1,125.98,7,7,0
Next_3603,google,0,0,0,29,0
Next_3604,instagram,1,185.97,1,7,1
Next_3605,facebook,1,61.990002,5,17,0
Next_3606,instagram,0,0,6,19,0
Next_3607,google,1,47.990002,4,11,0
Next_3608,google,2,106.98,2,19,0
Next_3609,instagram,3,75.489998,4,8,0
Next_3610,facebook,8,56.990002,4,21,0
Next_3611,referral,15,65.989998,2,5,0
Next_3612,google,2,83.989998,4,13,0
Next_3613,facebook,1,89.980003,7,9,1
Next_3614,instagram,2,55.990002,0,22,0
Next_3615,instagram,1,61.990002,4,21,1
Next_3616,google,2,60.990002,4,17,0
Next_3617,instagram,0,0,0,10,0
Next_3618,instagram,0,0,4,9,0
Next_3619,google,7,50.990002,5,12,0
Next_3620,facebook,4,54.490002,0,4,0
Next_3621,referral,0,0,3,12,0
Next_3622,instagram,2,49.490002,1,32,0
Next_3623,google,9,81.489998,1,3,0
Next_3624,google,8,42.990002,1,17,1
Next_3625,facebook,4,56.990002,2,13,0
Next_3626,instagram,4,62.990002,5,21,0
Next_3627,google,2,66.989998,0,20,0
Next_3628,google,1,47.490002,6,16,0
Next_3629,google,3,245.97,2,18,1
Next_3630,facebook,1,58.490002,3,18,0
Next_3631,google,4,230.97,1,1,0
Next_3632,referral,1,63.490002,1,1,1
Next_3633,google,2,51.990002,0,17,1
Next_3634,google,1,46.490002,2,1,0
Next_3635,instagram,3,66.989998,7,19,0
Next_3636,google,3,49.490002,0,25,0
Next_3637,facebook,0,0,7,6,0
Next_3638,facebook,2,59.990002,4,22,0
Next_3639,google,3,62.990002,6,15,0
Next_3640,instagram,1,51.990002,5,21,0
Next_3641,instagram,2,53.990002,4,18,0
Next_3642,google,3,72.989998,7,11,0
Next_3643,instagram,2,40.990002,5,20,1
Next_3644,facebook,0,0,1,16,1
Next_3645,instagram,3,56.490002,0,23,0
Next_3646,instagram,2,67.989998,3,24,0
Next_3647,instagram,6,52.490002,5,16,1
Next_3648,google,0,0,5,18,0
Next_3649,google,4,59.990002,3,11,1
Next_3650,facebook,3,66.989998,0,6,1
Next_3651,facebook,0,0,0,21,0
Next_3652,instagram,2,54.990002,2,20,0
Next_3653,instagram,0,0,0,12,0
Next_3654,instagram,0,0,5,16,0
Next_3655,instagram,4,58.490002,6,15,0
Next_3656,instagram,0,0,5,3,1
Next_3657,facebook,1,141.98,4,23,0
Next_3658,facebook,3,49.490002,2,2,0
Next_3659,facebook,1,73.989998,5,16,0
Next_3660,instagram,5,158.98,0,14,0
Next_3661,instagram,0,0,5,19,0
Next_3662,instagram,3,89.980003,6,21,1
Next_3663,instagram,4,50.990002,4,23,0
Next_3664,facebook,2,82.989998,1,19,1
Next_3665,instagram,2,67.989998,4,18,1
Next_3666,referral,0,0,4,13,0
Next_3667,facebook,0,0,1,15,0
Next_3668,google,1,72.489998,4,2,0
Next_3669,instagram,1,76.989998,4,20,0
Next_3670,google,0,0,5,14,1
Next_3671,facebook,2,48.990002,4,8,0
Next_3672,instagram,8,55.990002,3,21,0
Next_3673,facebook,0,0,6,15,1
Next_3674,referral,0,0,0,14,1
Next_3675,instagram,1,69.989998,4,18,0
Next_3676,facebook,0,0,6,12,1
Next_3677,instagram,1,141.98,7,22,0
Next_3678,referral,1,76.489998,4,13,0
Next_3679,google,0,0,0,16,0
Next_3680,instagram,2,124.98,2,22,0
Next_3681,instagram,2,68.989998,3,1,1
Next_3682,google,0,0,1,1,1
Next_3683,google,0,0,5,1,1
Next_3684,referral,3,61.990002,6,3,1
Next_3685,instagram,1,65.989998,0,19,0
Next_3686,other,6,275.95999,4,16,0
Next_3687,referral,0,0,7,11,0
Next_3688,google,0,0,0,7,1
Next_3689,google,7,56.490002,4,9,1
Next_3690,instagram,3,65.489998,5,17,0
Next_3691,google,0,0,1,21,1
Next_3692,google,1,139.98,1,14,0
Next_3693,google,5,173.98,4,5,0
Next_3694,referral,1,55.990002,4,18,1
Next_3695,instagram,5,113.98,5,15,1
Next_3696,google,10,55.490002,0,20,0
Next_3697,google,0,0,1,14,0
Next_3698,facebook,0,0,4,2,0
Next_3699,instagram,0,0,3,20,0
Next_3700,google,0,0,1,14,0
Next_3701,google,0,0,3,8,1
Next_3702,google,2,58.990002,4,11,0
Next_3703,instagram,2,51.490002,2,20,0
Next_3704,facebook,1,64.489998,2,18,0
Next_3705,google,2,65.489998,4,2,1
Next_3706,google,0,0,6,10,1
Next_3707,facebook,0,0,4,22,0
Next_3708,facebook,2,68.989998,7,10,0
Next_3709,google,0,0,4,6,0
Next_3710,instagram,2,61.490002,0,18,0
Next_3711,referral,0,0,4,13,0
Next_3712,instagram,2,68.989998,6,17,0
Next_3713,google,1,233.97,2,18,1
Next_3714,instagram,4,149.98,7,21,1
Next_3715,google,0,0,0,14,0
Next_3716,instagram,0,0,2,18,0
Next_3717,instagram,0,0,0,21,0
Next_3718,instagram,0,0,0,24,1
Next_3719,facebook,10,59.490002,2,19,1
Next_3720,google,2,62.990002,5,22,0
Next_3721,google,0,0,3,17,1
Next_3722,facebook,2,64.989998,2,14,1
Next_3723,facebook,3,59.990002,5,23,0
Next_3724,facebook,1,142.47,1,10,1
Next_3725,instagram,0,0,4,1,0
Next_3726,referral,3,48.990002,6,15,0
Next_3727,google,15,40.990002,5,18,0
Next_3728,facebook,0,0,5,10,1
Next_3729,google,0,0,2,17,1
Next_3730,instagram,1,68.989998,6,6,1
Next_3731,google,1,122.98,5,12,0
Next_3732,instagram,4,56.990002,1,12,1
Next_3733,google,1,75.489998,1,2,1
Next_3734,facebook,1,69.989998,1,23,0
Next_3735,google,0,0,4,18,1
Next_3736,facebook,1,37.990002,0,21,0
Next_3737,google,0,0,2,18,1
Next_3738,google,1,69.489998,2,18,1
Next_3739,instagram,11,61.990002,1,15,1
Next_3740,other,1,65.489998,4,23,0
Next_3741,instagram,1,122.97,0,10,0
Next_3742,instagram,1,105.98,1,10,0
Next_3743,google,1,79.489998,0,3,0
Next_3744,google,0,0,3,1,0
Next_3745,google,0,0,2,4,0
Next_3746,other,0,0,7,23,1
Next_3747,google,0,0,6,15,1
Next_3748,facebook,0,0,0,24,0
Next_3749,google,0,0,7,9,0
Next_3750,instagram,0,0,6,18,1
Next_3751,google,0,0,4,1,1
Next_3752,google,9,72.489998,4,5,0
Next_3753,google,1,41.490002,2,12,0
Next_3754,facebook,0,0,0,8,0
Next_3755,google,1,61.990002,6,14,1
Next_3756,google,0,0,5,1,0
Next_3757,google,2,47.990002,6,15,0
Next_3758,instagram,3,56.490002,2,13,0
Next_3759,google,2,75.989998,3,26,1
Next_3760,google,1,63.490002,7,5,0
Next_3761,facebook,1,63.490002,5,11,1
Next_3762,google,5,254.97,4,17,0
Next_3763,facebook,3,44.990002,5,19,1
Next_3764,instagram,3,96.980003,5,15,1
Next_3765,instagram,1,91.980003,5,13,0
Next_3766,google,8,44.990002,6,20,0
Next_3767,instagram,1,87.980003,3,25,0
Next_3768,facebook,3,58.990002,0,13,1
Next_3769,facebook,2,72.989998,6,16,0
Next_3770,google,2,57.990002,6,24,0
Next_3771,instagram,4,63.990002,1,28,0
Next_3772,google,7,65.989998,0,9,0
Next_3773,facebook,4,69.989998,4,23,0
Next_3774,google,2,120.98,1,24,0
Next_3775,referral,0,0,0,1,1
Next_3776,facebook,2,59.990002,3,12,0
Next_3777,facebook,4,58.990002,5,7,0
Next_3778,facebook,2,94.980003,0,16,0
Next_3779,instagram,5,46.490002,4,12,1
Next_3780,google,0,0,1,14,0
Next_3781,google,0,0,0,11,0
Next_3782,instagram,2,43.490002,3,21,0
Next_3783,google,1,75.989998,4,4,1
Next_3784,instagram,2,70.489998,6,10,0
Next_3785,instagram,0,0,0,14,0
Next_3786,instagram,5,68.489998,6,18,0
Next_3787,other,3,119.98,5,3,1
Next_3788,google,1,46.490002,0,11,0
Next_3789,google,3,69.989998,3,21,0
Next_3790,instagram,6,46.490002,6,9,0
Next_3791,facebook,1,58.990002,1,16,0
Next_3792,google,1,64.489998,6,20,1
Next_3793,referral,2,53.990002,6,8,0
Next_3794,facebook,1,57.990002,5,14,0
Next_3795,google,2,71.489998,6,17,0
Next_3796,google,5,48.490002,0,19,0
Next_3797,other,0,0,2,8,1
Next_3798,google,1,80.489998,5,12,0
Next_3799,instagram,0,0,5,24,0
Next_3800,instagram,0,0,4,22,0
Next_3801,google,5,173.97,2,10,0
Next_3802,instagram,3,65.489998,2,17,0
Next_3803,instagram,4,54.490002,7,20,1
Next_3804,facebook,6,51.990002,1,5,0
Next_3805,instagram,4,130.98,4,12,0
Next_3806,google,2,61.490002,4,24,0
Next_3807,google,5,71.489998,6,3,1
Next_3808,facebook,0,0,1,18,0
Next_3809,instagram,1,55.990002,2,22,0
