client_id,year_month,service_type,telepass_pay,number_transactions,expenditures
28912,Oct-19,FUEL CON APP,1,3,87.32080649
28912,Nov-19,FUEL CON APP,1,4,82.89779206
28912,Dec-19,FUEL CON APP,1,3,107.4646836
28912,Jun-19,TRENI,1,3,57.24400688
28912,Jun-20,TRENI,1,1,45.46874924
28912,Aug-19,TRENI,1,3,21.7323231
26653,Jan-20,PARCHEGGI/TRAGHETTI,0,1,8.4
26653,Jul-19,PARCHEGGI/TRAGHETTI,0,1,6.3
14769,Mar-20,PARCHEGGI/TRAGHETTI,0,3,10.71324435
14769,Aug-19,PARCHEGGI/TRAGHETTI,0,3,9.118170146
27494,Feb-20,PARCHEGGI/TRAGHETTI,0,2,40
27494,Mar-20,PARCHEGGI/TRAGHETTI,0,2,40
11140,Jul-19,PARCHEGGIO STRISCE BLU,1,1,2.13
11140,May-20,FUEL CON APP,1,1,65.33
11140,Jun-19,FUEL CON APP,1,1,57.9
11140,Jul-19,FUEL CON APP,1,1,53.93
11140,Aug-19,FUEL CON APP,1,1,60.17
11140,Sep-19,FUEL CON APP,1,1,48.62
11140,Oct-19,FUEL CON APP,1,4,202.92
11140,Nov-19,FUEL CON APP,1,1,53.18
11140,May-20,BOLLO AUTO,1,1,274.51
11140,Jun-19,BOLLO AUTO,1,1,274.51
11140,Sep-19,BOLLO AUTO,1,1,146.71
10815,Nov-19,PARCHEGGI/TRAGHETTI,0,1,3.4
10815,Dec-19,PARCHEGGI/TRAGHETTI,0,1,1
34574,Apr-20,ACCESSO AREA C MILANO,0,5,25
34574,May-20,ACCESSO AREA C MILANO,0,4,20
34574,Jun-19,PARCHEGGIO STRISCE BLU,1,5,3.876018992
34574,Jun-20,PARCHEGGIO STRISCE BLU,1,3,13.25
11347,Feb-20,PARCHEGGI/TRAGHETTI,0,2,7.295008925
11347,Oct-19,PARCHEGGI/TRAGHETTI,0,4,10.24434139
23239,Mar-20,PARCHEGGI/TRAGHETTI,0,1,39
30411,Apr-20,ACCESSO AREA C MILANO,0,1,5
21321,Apr-20,PARCHEGGI/TRAGHETTI,0,1,2.6
21321,May-20,PARCHEGGI/TRAGHETTI,0,1,5.1
25036,Jan-20,PARCHEGGI/TRAGHETTI,0,1,3.5
25036,Feb-20,PARCHEGGI/TRAGHETTI,0,2,7
25036,May-20,PARCHEGGI/TRAGHETTI,0,1,4.5
25036,Aug-19,PARCHEGGI/TRAGHETTI,0,1,2.5
25036,Sep-19,PARCHEGGI/TRAGHETTI,0,1,2.5
25036,Oct-19,PARCHEGGI/TRAGHETTI,0,1,3.5
5850,Jan-20,PARCHEGGI/TRAGHETTI,0,3,21.40210203
5850,Feb-20,PARCHEGGI/TRAGHETTI,0,4,20.24137109
5850,Mar-20,PARCHEGGI/TRAGHETTI,0,7,35.77656186
5850,Apr-20,PARCHEGGI/TRAGHETTI,0,9,29.39125717
5850,May-20,PARCHEGGI/TRAGHETTI,0,9,46.69524218
5850,Jun-19,PARCHEGGI/TRAGHETTI,0,5,27.19011887
5850,Jul-19,PARCHEGGI/TRAGHETTI,0,4,29.61127789
5850,Aug-19,PARCHEGGI/TRAGHETTI,0,1,9.027310915
5850,Sep-19,PARCHEGGI/TRAGHETTI,0,5,32.79983563
5850,Oct-19,PARCHEGGI/TRAGHETTI,0,6,25.45474313
5850,Nov-19,PARCHEGGI/TRAGHETTI,0,4,27.07595393
5850,Dec-19,PARCHEGGI/TRAGHETTI,0,7,19.48535429
279,Jan-20,PARCHEGGIO STRISCE BLU,1,5,5.610119119
279,May-20,PARCHEGGIO STRISCE BLU,1,5,1.043948238
24291,May-20,PARCHEGGI/TRAGHETTI,0,4,16.0941175
24291,Oct-19,PARCHEGGI/TRAGHETTI,0,3,14.02115487
24291,Apr-20,ACCESSO AREA C MILANO,0,3,11.35494954
19618,Jan-20,ASSICURAZIONE INFORTUNI,0,1,28.6100914
19618,Oct-19,ASSICURAZIONE INFORTUNI,0,3,11.87072848
19618,Nov-19,ASSICURAZIONE INFORTUNI,0,3,46.68926439
19618,Dec-19,ASSICURAZIONE INFORTUNI,0,3,44.05220141
14324,Feb-20,PARCHEGGI/TRAGHETTI,0,2,8.8
14324,May-20,PARCHEGGI/TRAGHETTI,0,1,4.4
14324,Sep-19,PARCHEGGI/TRAGHETTI,0,3,19.4
22470,Aug-19,PARCHEGGI/TRAGHETTI,0,2,2.25
2265,Jun-19,PARCHEGGI/TRAGHETTI,0,1,6.783964031
2265,Aug-19,PARCHEGGI/TRAGHETTI,0,1,7.81938738
2265,Apr-20,ACCESSO AREA C MILANO,0,3,8.587714075
2265,Jun-19,PARCHEGGIO STRISCE BLU,1,5,3.985462038
2265,Jun-19,TRASPORTO PUBBLICO,1,1,51.30085317
2265,Jul-19,TRASPORTO PUBBLICO,1,3,61.47619583
2265,Aug-19,TRASPORTO PUBBLICO,1,3,64.8736245
2265,Sep-19,TRASPORTO PUBBLICO,1,3,64.1058258
20585,Jan-20,TURBO RICARICA CARTA,1,2,210
20585,Feb-20,TURBO RICARICA CARTA,1,1,110
20585,Mar-20,TURBO RICARICA CARTA,1,1,110
20585,Apr-20,TURBO RICARICA CARTA,1,2,230
20585,May-20,TURBO RICARICA CARTA,1,1,120
20585,Jun-20,TURBO RICARICA CARTA,1,2,140
20585,Jul-19,TURBO RICARICA CARTA,1,1,70
20585,Aug-19,TURBO RICARICA CARTA,1,2,80
20585,Nov-19,TURBO RICARICA CARTA,1,2,60
20585,Dec-19,TURBO RICARICA CARTA,1,2,230
33134,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3
33134,Jan-20,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,Mar-20,ASSICURAZIONE INFORTUNI,0,2,39.2
33134,Apr-20,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,May-20,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,Aug-19,ASSICURAZIONE INFORTUNI,0,1,0
33134,Sep-19,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,Oct-19,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,Nov-19,ASSICURAZIONE INFORTUNI,0,1,19.6
33134,Dec-19,ASSICURAZIONE INFORTUNI,0,1,19.6
31179,Sep-19,PARCHEGGIO STRISCE BLU,1,3,3.373378238
31179,Aug-19,BOLLO AUTO,1,1,292.9990262
35224,Jan-20,PARCHEGGI/TRAGHETTI,0,3,10.69842354
35224,Apr-20,PARCHEGGI/TRAGHETTI,0,1,7.892140784
35224,Apr-20,PARCHEGGIO STRISCE BLU,1,4,5.456913151
35224,Jun-20,PARCHEGGIO STRISCE BLU,1,3,4.345012678
35224,Jul-19,PARCHEGGIO STRISCE BLU,1,5,5.034109424
35224,Sep-19,PARCHEGGIO STRISCE BLU,1,3,3.609717485
35284,Aug-19,PARCHEGGI/TRAGHETTI,0,1,11.66052138
9606,Jul-19,PARCHEGGIO STRISCE BLU,1,1,1.5
9606,Aug-19,PARCHEGGIO STRISCE BLU,1,2,1.53
9606,Jul-19,TURBO RICARICA CARTA,1,1,10
24720,Feb-20,PARCHEGGI/TRAGHETTI,0,1,6.5
24720,Apr-20,PARCHEGGI/TRAGHETTI,0,2,40
24720,May-20,PARCHEGGI/TRAGHETTI,0,3,48
24720,Sep-19,PARCHEGGI/TRAGHETTI,0,2,68
7448,Feb-20,PARCHEGGI/TRAGHETTI,0,1,2
27624,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5
27624,Mar-20,PARCHEGGI/TRAGHETTI,0,1,5
27624,May-20,PARCHEGGI/TRAGHETTI,0,1,10
27624,Sep-19,PARCHEGGI/TRAGHETTI,0,1,7.2
27624,Oct-19,PARCHEGGI/TRAGHETTI,0,2,17.5
27624,Sep-19,PARCHEGGIO STRISCE BLU,1,1,1.58
27624,Oct-19,PARCHEGGIO STRISCE BLU,1,2,4.63
8227,Jan-20,PARCHEGGI/TRAGHETTI,0,1,2
8227,Jan-20,BOLLO AUTO,1,1,169.89
8227,May-20,BOLLO AUTO,1,1,196.99
1204,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5
12659,Sep-19,PARCHEGGI/TRAGHETTI,0,1,5
25543,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3
25543,Sep-19,PARCHEGGI/TRAGHETTI,0,1,3
3859,Feb-20,PARCHEGGI/TRAGHETTI,0,4,3
3859,Mar-20,PARCHEGGI/TRAGHETTI,0,2,3
17288,Jul-19,PARCHEGGI/TRAGHETTI,0,2,13.8
17288,Apr-20,PARCHEGGIO STRISCE BLU,1,2,2.08
17288,May-20,PARCHEGGIO STRISCE BLU,1,1,0
32409,Jul-19,FUEL CON TELEPASS,1,2,69.68
15571,Jan-20,ASSICURAZIONE INFORTUNI,0,3,22.23218264
15571,Mar-20,ASSICURAZIONE INFORTUNI,0,4,43.59934691
15571,May-20,ASSICURAZIONE INFORTUNI,0,4,43.8196129
15571,Aug-19,ASSICURAZIONE INFORTUNI,0,3,24.06419007
15571,Sep-19,ASSICURAZIONE INFORTUNI,0,1,21.76344593
15571,Oct-19,ASSICURAZIONE INFORTUNI,0,3,47.78210585
15571,Nov-19,ASSICURAZIONE INFORTUNI,0,1,25.57334493
15571,Dec-19,ASSICURAZIONE INFORTUNI,0,1,28.99724772
27909,Mar-20,PARCHEGGI/TRAGHETTI,0,3,8.4
27909,Aug-19,PARCHEGGI/TRAGHETTI,0,3,5
27909,May-20,ACCESSO AREA C MILANO,0,1,5
8683,May-20,ASSICURAZIONE INFORTUNI,0,1,0
9965,May-20,PARCHEGGI/TRAGHETTI,0,3,14.68995029
30590,Feb-20,PARCHEGGI/TRAGHETTI,0,1,9
30590,Mar-20,PARCHEGGI/TRAGHETTI,0,1,3
30590,Sep-19,PARCHEGGI/TRAGHETTI,0,1,6
30590,Oct-19,PARCHEGGI/TRAGHETTI,0,1,12
30590,Dec-19,PARCHEGGI/TRAGHETTI,0,1,3
27339,Apr-20,PARCHEGGIO STRISCE BLU,1,3,6
27339,May-20,PARCHEGGIO STRISCE BLU,1,1,3
27339,Jun-20,PARCHEGGIO STRISCE BLU,1,2,4
16388,Mar-20,PARCHEGGIO STRISCE BLU,1,3,2.749532046
16388,Apr-20,PARCHEGGIO STRISCE BLU,1,6,8.690697969
16388,Jun-20,PARCHEGGIO STRISCE BLU,1,3,4.292571834
16388,Apr-20,TURBO RICARICA CARTA,1,1,153.6743016
20907,Jun-19,PARCHEGGI/TRAGHETTI,0,1,12
20907,Jul-19,PARCHEGGI/TRAGHETTI,0,1,5.1
20907,Aug-19,PARCHEGGI/TRAGHETTI,0,1,9
34735,Sep-19,PARCHEGGI/TRAGHETTI,0,1,6
34735,Oct-19,PARCHEGGI/TRAGHETTI,0,2,148
21100,Jul-19,PARCHEGGI/TRAGHETTI,0,1,21.37912994
21100,Jan-20,ASSICURAZIONE INFORTUNI,0,3,19.20954776
21100,Feb-20,ASSICURAZIONE INFORTUNI,0,3,47.91656647
21100,Mar-20,ASSICURAZIONE INFORTUNI,0,3,22.93102874
21100,Apr-20,ASSICURAZIONE INFORTUNI,0,1,28.3095514
21100,May-20,ASSICURAZIONE INFORTUNI,0,3,50.19783137
33647,Feb-20,PARCHEGGI/TRAGHETTI,0,3,7.099937421
33647,Jul-19,PARCHEGGIO STRISCE BLU,1,5,0.206935705
33647,Aug-19,PARCHEGGIO STRISCE BLU,1,4,4.197161839
33647,Oct-19,PARCHEGGIO STRISCE BLU,1,1,6.119232632
33647,Jun-19,FUEL CON APP,1,1,96.12137802
33647,Aug-19,FUEL CON APP,1,5,173.0961691
33647,Sep-19,FUEL CON APP,1,3,113.5211603
33647,Oct-19,FUEL CON APP,1,2,95.24382305
33647,Dec-19,FUEL CON APP,1,5,160.0053807
33647,Jan-20,BOLLO AUTO,1,1,422.0397774
33647,Sep-19,LAVAGGIO AUTO,1,3,31.31999841
33647,Nov-19,LAVAGGIO AUTO,1,1,51.71085304
33647,Jun-20,MOBILITÀ CONDIVISA,1,1,16.56140229
16536,Jan-20,PARCHEGGIO STRISCE BLU,1,1,1.28
16536,Jun-19,PARCHEGGIO STRISCE BLU,1,1,2.13
16536,Jul-19,PARCHEGGIO STRISCE BLU,1,2,3.53
16536,Oct-19,PARCHEGGIO STRISCE BLU,1,1,0.8
16536,Dec-19,PARCHEGGIO STRISCE BLU,1,2,2
31056,Feb-20,PARCHEGGI/TRAGHETTI,0,1,8.096360064
31056,Sep-19,PARCHEGGI/TRAGHETTI,0,5,13.34457262
31056,Oct-19,PARCHEGGI/TRAGHETTI,0,1,11.23370277
4974,Dec-19,PARCHEGGI/TRAGHETTI,0,1,6.659479767
4974,Jan-20,PARCHEGGIO STRISCE BLU,1,3,7.896783281
4974,May-20,PARCHEGGIO STRISCE BLU,1,3,4.989500583
4974,Aug-19,PARCHEGGIO STRISCE BLU,1,8,3.813673775
4974,Dec-19,PARCHEGGIO STRISCE BLU,1,3,6.220753283
16945,Sep-19,PARCHEGGI/TRAGHETTI,0,1,5.750653616
16945,Oct-19,PARCHEGGI/TRAGHETTI,0,1,2.762852323
34197,Dec-19,PARCHEGGI/TRAGHETTI,0,4,40.0617136
33658,May-20,ASSICURAZIONE INFORTUNI,0,1,0
21585,Feb-20,PARCHEGGI/TRAGHETTI,0,1,6
21585,Sep-19,PARCHEGGI/TRAGHETTI,0,1,4
23614,Dec-19,PARCHEGGI/TRAGHETTI,0,3,9.123192414
23614,Sep-19,TURBO RICARICA CARTA,1,1,64.3428152
9507,Jan-20,PARCHEGGI/TRAGHETTI,0,1,4.8
9507,Feb-20,PARCHEGGI/TRAGHETTI,0,2,7.1
9507,Mar-20,PARCHEGGI/TRAGHETTI,0,2,9.6
9507,Apr-20,PARCHEGGI/TRAGHETTI,0,1,2.3
9507,May-20,PARCHEGGI/TRAGHETTI,0,1,4.8
9507,Aug-19,PARCHEGGI/TRAGHETTI,0,1,4.8
9507,Sep-19,PARCHEGGI/TRAGHETTI,0,1,4.8
9507,Oct-19,PARCHEGGI/TRAGHETTI,0,1,4.8
9507,Nov-19,PARCHEGGI/TRAGHETTI,0,2,4.6
9507,Dec-19,PARCHEGGI/TRAGHETTI,0,5,21.5
7317,Feb-20,PARCHEGGI/TRAGHETTI,0,1,3.5
7317,Jan-20,PARCHEGGIO STRISCE BLU,1,3,2.74
7317,Feb-20,PARCHEGGIO STRISCE BLU,1,4,2.83
7317,Mar-20,PARCHEGGIO STRISCE BLU,1,16,47.7
7317,Apr-20,PARCHEGGIO STRISCE BLU,1,15,40.69
7317,May-20,PARCHEGGIO STRISCE BLU,1,9,20.06
7317,Jun-20,PARCHEGGIO STRISCE BLU,1,4,9
35683,Sep-19,PARCHEGGI/TRAGHETTI,0,1,2.8
35683,Oct-19,PARCHEGGI/TRAGHETTI,0,1,6
23526,Jan-20,BOLLO AUTO,1,1,469.001468
17468,Jan-20,PARCHEGGI/TRAGHETTI,0,1,7.5
17468,Jun-19,PARCHEGGI/TRAGHETTI,0,3,15
17468,Aug-19,PARCHEGGI/TRAGHETTI,0,1,7.5
17468,Nov-19,PARCHEGGI/TRAGHETTI,0,1,5
24226,Apr-20,PARCHEGGI/TRAGHETTI,0,1,9.417255263
24226,May-20,PARCHEGGI/TRAGHETTI,0,1,15.87599133
24226,Dec-19,PARCHEGGI/TRAGHETTI,0,1,6.808644455
30405,Mar-20,PARCHEGGI/TRAGHETTI,0,2,7.2
30405,May-20,PARCHEGGI/TRAGHETTI,0,1,6
33625,May-20,PARCHEGGI/TRAGHETTI,0,1,15.2
1737,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5
28307,Jan-20,PARCHEGGI/TRAGHETTI,0,2,12
28307,Feb-20,PARCHEGGI/TRAGHETTI,0,2,7
28307,Mar-20,PARCHEGGI/TRAGHETTI,0,1,4
28307,Apr-20,PARCHEGGI/TRAGHETTI,0,2,8
28307,Jun-19,PARCHEGGI/TRAGHETTI,0,2,7
28307,Jul-19,PARCHEGGI/TRAGHETTI,0,2,10
28307,Aug-19,PARCHEGGI/TRAGHETTI,0,4,17.06411716
28307,Sep-19,PARCHEGGI/TRAGHETTI,0,2,8
28307,Oct-19,PARCHEGGI/TRAGHETTI,0,3,14
28307,Dec-19,PARCHEGGI/TRAGHETTI,0,5,19.67503838
28320,Apr-20,PARCHEGGI/TRAGHETTI,0,1,7.5
11930,Mar-20,PARCHEGGI/TRAGHETTI,0,1,2.5
11930,Apr-20,PARCHEGGI/TRAGHETTI,0,1,0.5
11930,Oct-19,PARCHEGGI/TRAGHETTI,0,1,1.5
11836,Jul-19,PARCHEGGI/TRAGHETTI,0,1,5.25
21190,Jan-20,PARCHEGGI/TRAGHETTI,0,1,0
21190,Sep-19,PARCHEGGI/TRAGHETTI,0,1,1.5
31431,Nov-19,SKIPASS,1,1,7
27128,Jan-20,PARCHEGGIO STRISCE BLU,1,1,1.08
27128,Feb-20,PARCHEGGIO STRISCE BLU,1,2,0.8
27128,Jun-19,PARCHEGGIO STRISCE BLU,1,1,2
27128,Jul-19,PARCHEGGIO STRISCE BLU,1,1,1.43
27128,Sep-19,PARCHEGGIO STRISCE BLU,1,1,2.17
27128,Nov-19,PARCHEGGIO STRISCE BLU,1,1,1.05
27128,Dec-19,PARCHEGGIO STRISCE BLU,1,1,1.5
31590,Mar-20,FUEL CON APP,1,1,48
31590,Apr-20,FUEL CON APP,1,1,54.01
31590,Mar-20,TURBO RICARICA CARTA,1,1,120
34840,Feb-20,PARCHEGGIO STRISCE BLU,1,1,3.92
34840,Jul-19,PARCHEGGIO STRISCE BLU,1,3,3.83
34840,Feb-20,TURBO RICARICA CARTA,1,1,10
34840,Feb-20,IMP.BOLLO RENDICONTO ANNUALE,1,1,2
10494,Dec-19,PARCHEGGIO STRISCE BLU,1,2,2.5
25099,Jan-20,PARCHEGGI/TRAGHETTI,0,1,3
25099,Feb-20,PARCHEGGI/TRAGHETTI,0,1,3.6
25099,May-20,PARCHEGGI/TRAGHETTI,0,4,14.4
25099,Jul-19,PARCHEGGI/TRAGHETTI,0,1,5.4
25099,Sep-19,PARCHEGGI/TRAGHETTI,0,1,3
25099,Nov-19,PARCHEGGI/TRAGHETTI,0,1,3
7833,Jun-19,PARCHEGGI/TRAGHETTI,0,1,3
1855,Jun-19,PARCHEGGI/TRAGHETTI,0,2,22
1855,Aug-19,PARCHEGGI/TRAGHETTI,0,1,4.5
20133,Jan-20,TURBO RICARICA CARTA,1,2,90
20133,Mar-20,TURBO RICARICA CARTA,1,1,10
20133,May-20,TURBO RICARICA CARTA,1,2,20
20133,Jun-20,TURBO RICARICA CARTA,1,1,10
20133,Aug-19,TURBO RICARICA CARTA,1,1,20
20133,Dec-19,TURBO RICARICA CARTA,1,1,20
17155,Apr-20,PARCHEGGIO STRISCE BLU,1,1,1.23
17155,May-20,PARCHEGGIO STRISCE BLU,1,3,3.79
17155,Jun-19,PARCHEGGIO STRISCE BLU,1,3,2
17155,Jun-20,PARCHEGGIO STRISCE BLU,1,2,4
17155,Jul-19,PARCHEGGIO STRISCE BLU,1,1,0.5
17155,Aug-19,PARCHEGGIO STRISCE BLU,1,3,3.5
17155,Jan-20,FUEL CON APP,1,3,90
17155,Feb-20,FUEL CON APP,1,3,158.01
17155,Mar-20,FUEL CON APP,1,2,144
17155,Apr-20,FUEL CON APP,1,4,110
17155,May-20,FUEL CON APP,1,5,130
17155,Jun-19,FUEL CON APP,1,1,79.74
17155,Jun-20,FUEL CON APP,1,6,173
17155,Jul-19,FUEL CON APP,1,3,215.94
17155,Aug-19,FUEL CON APP,1,4,205.07
17155,Sep-19,FUEL CON APP,1,3,166.5
17155,Oct-19,FUEL CON APP,1,1,86.14
17155,Nov-19,FUEL CON APP,1,2,80.01
17155,Dec-19,FUEL CON APP,1,2,100
18031,Jan-20,PARCHEGGI/TRAGHETTI,0,3,10.36919836
18031,Aug-19,PARCHEGGI/TRAGHETTI,0,2,12.98225918
18031,Oct-19,PARCHEGGI/TRAGHETTI,0,1,4.536524024
10542,Oct-19,PARCHEGGI/TRAGHETTI,0,2,8
13303,Aug-19,PARCHEGGI/TRAGHETTI,0,1,2.5
33650,Jan-20,PARCHEGGI/TRAGHETTI,0,1,9
33650,Feb-20,PARCHEGGI/TRAGHETTI,0,2,16
33650,Mar-20,PARCHEGGI/TRAGHETTI,0,1,6
33650,Apr-20,PARCHEGGI/TRAGHETTI,0,2,12
33650,May-20,PARCHEGGI/TRAGHETTI,0,3,21
33650,Jun-19,PARCHEGGI/TRAGHETTI,0,7,51.9
33650,Jul-19,PARCHEGGI/TRAGHETTI,0,10,56.2
33650,Aug-19,PARCHEGGI/TRAGHETTI,0,3,30.6
33650,Sep-19,PARCHEGGI/TRAGHETTI,0,1,12
33650,Oct-19,PARCHEGGI/TRAGHETTI,0,1,2
33650,Dec-19,PARCHEGGI/TRAGHETTI,0,1,9
33650,Apr-20,ACCESSO AREA C MILANO,0,1,5
33650,May-20,ACCESSO AREA C MILANO,0,2,10
7014,Aug-19,PARCHEGGI/TRAGHETTI,0,2,7
15018,May-20,PARCHEGGI/TRAGHETTI,0,4,36.17473112
15018,May-20,BOLLO AUTO,1,3,443.671128
15018,Feb-20,IMP.BOLLO RENDICONTO ANNUALE,1,3,2.949206741
1922,Jul-19,TURBO RICARICA CARTA,1,1,10
19533,Feb-20,BOLLO AUTO,1,1,223
23337,Jan-20,PARCHEGGIO STRISCE BLU,1,5,3.287054957
23337,Jun-19,PARCHEGGIO STRISCE BLU,1,5,8.656997115
23337,Oct-19,PARCHEGGIO STRISCE BLU,1,5,8.983181708
33384,Aug-19,PARCHEGGI/TRAGHETTI,0,2,7
9228,May-20,PARCHEGGI/TRAGHETTI,0,1,3.4
19932,May-20,PARCHEGGI/TRAGHETTI,0,1,7.869877939
21250,Feb-20,PARCHEGGIO STRISCE BLU,1,2,1.84
21250,Apr-20,PARCHEGGIO STRISCE BLU,1,1,1.64
21250,May-20,PARCHEGGIO STRISCE BLU,1,1,1.12
4629,Jun-19,PARCHEGGI/TRAGHETTI,0,1,5.5
4629,Oct-19,PARCHEGGI/TRAGHETTI,0,2,4
32385,Apr-20,ACCESSO AREA C MILANO,0,1,5
32385,May-20,PARCHEGGIO STRISCE BLU,1,1,2.5
32385,May-20,BOLLO AUTO,1,1,163.75
17940,Sep-19,PARCHEGGI/TRAGHETTI,0,1,11.6529817
32930,May-20,PARCHEGGI/TRAGHETTI,0,3,12.92450694
24666,Aug-19,PARCHEGGI/TRAGHETTI,0,2,7
15032,Jan-20,PARCHEGGIO STRISCE BLU,1,6,6.538496482
15032,Mar-20,PARCHEGGIO STRISCE BLU,1,5,1.048532139
15032,Apr-20,PARCHEGGIO STRISCE BLU,1,3,8.546512549
15032,May-20,PARCHEGGIO STRISCE BLU,1,5,2.583013263
15032,Jun-19,PARCHEGGIO STRISCE BLU,1,5,9.233896398
15032,Jun-20,PARCHEGGIO STRISCE BLU,1,5,6.768312616
15032,Jul-19,PARCHEGGIO STRISCE BLU,1,2,3.422604316
15032,Aug-19,PARCHEGGIO STRISCE BLU,1,1,2.383295569
15032,Sep-19,PARCHEGGIO STRISCE BLU,1,3,1.947332708
15032,Oct-19,PARCHEGGIO STRISCE BLU,1,2,5.360967481
15032,Nov-19,PARCHEGGIO STRISCE BLU,1,1,3.809090136
15032,Dec-19,PARCHEGGIO STRISCE BLU,1,2,8.741124489
28466,Nov-19,ASSICURAZIONE INFORTUNI,0,1,0
30463,Sep-19,PARCHEGGI/TRAGHETTI,0,1,9.5
30463,Mar-20,PARCHEGGIO STRISCE BLU,1,1,4
30463,Jun-19,PARCHEGGIO STRISCE BLU,1,2,1.5
30463,Jun-20,PARCHEGGIO STRISCE BLU,1,1,0.8
30463,Aug-19,PARCHEGGIO STRISCE BLU,1,2,3.38
30463,Sep-19,PARCHEGGIO STRISCE BLU,1,5,7.27
1872,Apr-20,PARCHEGGIO STRISCE BLU,1,1,1.48
1872,May-20,PARCHEGGIO STRISCE BLU,1,2,4.61
1872,Jan-20,FUEL CON APP,1,5,197.85
1872,Feb-20,FUEL CON APP,1,5,168
1872,Mar-20,FUEL CON APP,1,3,145.29
1872,Apr-20,FUEL CON APP,1,3,127.25
1872,Jun-19,FUEL CON APP,1,2,30
1872,Jun-20,FUEL CON APP,1,1,56.01
1872,Jul-19,FUEL CON APP,1,3,50
1872,Aug-19,FUEL CON APP,1,5,165
1872,Sep-19,FUEL CON APP,1,1,20
1872,Oct-19,FUEL CON APP,1,3,60
1872,Nov-19,FUEL CON APP,1,5,140
1872,Dec-19,FUEL CON APP,1,3,100
1872,Jan-20,TURBO RICARICA CARTA,1,4,150
1872,Mar-20,TURBO RICARICA CARTA,1,1,70
1872,Apr-20,TURBO RICARICA CARTA,1,3,80
1872,May-20,TURBO RICARICA CARTA,1,1,10
1872,Jun-19,TURBO RICARICA CARTA,1,1,20
1872,Jul-19,TURBO RICARICA CARTA,1,2,30
1872,Oct-19,TURBO RICARICA CARTA,1,3,100
1872,Nov-19,TURBO RICARICA CARTA,1,1,50
1872,Dec-19,TURBO RICARICA CARTA,1,2,100
1872,Feb-20,IMP.BOLLO RENDICONTO ANNUALE,1,1,2
4817,May-20,PARCHEGGI/TRAGHETTI,0,1,3.2
4817,Jun-19,PARCHEGGI/TRAGHETTI,0,1,1.7
3314,Feb-20,PARCHEGGI/TRAGHETTI,0,1,4
32596,Jan-20,PARCHEGGIO STRISCE BLU,1,2,3.51
32596,Apr-20,PARCHEGGIO STRISCE BLU,1,1,5.25
32596,May-20,PARCHEGGIO STRISCE BLU,1,1,4.71
32596,Jun-20,PARCHEGGIO STRISCE BLU,1,1,4.78
32596,Jul-19,PARCHEGGIO STRISCE BLU,1,1,1.73
32596,Aug-19,PARCHEGGIO STRISCE BLU,1,1,1.75
32596,Sep-19,PARCHEGGIO STRISCE BLU,1,1,1.5
19710,Jan-20,PARCHEGGI/TRAGHETTI,0,3,9.158711091
31231,Feb-20,PARCHEGGI/TRAGHETTI,0,1,13.63367739
31231,Mar-20,PARCHEGGI/TRAGHETTI,0,3,13.04609625
31231,May-20,PARCHEGGI/TRAGHETTI,0,4,23.41003053
31231,Dec-19,PARCHEGGI/TRAGHETTI,0,4,13.26086365
31231,Jul-19,PARCHEGGIO STRISCE BLU,1,1,6.776213573
9484,Jan-20,PARCHEGGI/TRAGHETTI,0,1,2.7
9484,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5.4
9484,May-20,PARCHEGGI/TRAGHETTI,0,1,6.5
9484,Jun-19,PARCHEGGI/TRAGHETTI,0,1,12
9484,Jul-19,PARCHEGGI/TRAGHETTI,0,3,1.5
9484,Aug-19,PARCHEGGI/TRAGHETTI,0,1,5.25
9484,Sep-19,PARCHEGGI/TRAGHETTI,0,3,137.7
9484,Oct-19,PARCHEGGI/TRAGHETTI,0,1,8.8
9484,Nov-19,PARCHEGGI/TRAGHETTI,0,2,5.4
9484,Dec-19,PARCHEGGI/TRAGHETTI,0,3,16.2
24583,Apr-20,PARCHEGGI/TRAGHETTI,0,1,3.5
24583,Sep-19,PARCHEGGI/TRAGHETTI,0,2,7
35824,Jan-20,PARCHEGGI/TRAGHETTI,0,1,2.7
28696,Jan-20,PARCHEGGI/TRAGHETTI,0,1,1.7
28696,Dec-19,PARCHEGGI/TRAGHETTI,0,2,5.1
5353,Sep-19,PARCHEGGI/TRAGHETTI,0,1,9
15952,Mar-20,PARCHEGGIO STRISCE BLU,1,4,3.65
15952,Apr-20,PARCHEGGIO STRISCE BLU,1,1,0.3
15952,May-20,PARCHEGGIO STRISCE BLU,1,1,3
15952,Sep-19,PARCHEGGIO STRISCE BLU,1,1,0.3
15952,Aug-19,FUEL CON APP,1,1,18
15952,Jan-20,TURBO RICARICA CARTA,1,4,110
15952,Feb-20,TURBO RICARICA CARTA,1,4,120
